팀,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블성공률,패스성공률,키패스,전방패스성공률,후방패스성공률,횡패스성공률,공격지역패스성공률,수비지역패스성공률,중앙지역패스성공률,롱패스성공률,중거리패스성공률,숏패스성공률,크로스성공률,탈압박,경합지상성공률,경합공중성공률,대클성공률,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
인천,김준범,대기,13,37,0,0,0,0,0,0,0,0,0,1,0,0,0,94.1,0,0,80,100,66.7,100,100,0,100,93.3,0,0,100,0,100,1,0,3,4,0,0,2,1,1,0
인천,김채운,대기,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,김호남,대기,11,147,0,0,4,0,1,3,3,1,1,0,2,1,0,73.8,2,0,85.7,73.7,56.2,75,86.4,50,60,78.8,16.7,0,50,50,50,1,1,3,9,0,0,3,2,1,1
인천,마하지,대기,5,91,0,0,0,0,0,0,0,0,0,1,0,0,0,84,1,0,100,90,50,100,87.5,100,88.9,78.6,0,0,60,20,100,1,0,7,11,1,0,2,3,1,0
인천,무고사,대기,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,100,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
인천,문지환,대기,4,63,0,0,1,0,0,1,0,1,0,1,0,0,0,64.7,0,0,0,71.4,0,100,61.5,0,66.7,75,0,0,0,0,0,0,1,4,8,0,0,0,4,0,0
인천,박대한,대기,66,64,0,0,0,0,0,0,0,0,0,2,0,4,0,92.9,2,0,100,100,100,80,91.7,0,85.7,100,50,0,0,0,100,3,1,2,8,0,0,0,2,0,0
인천,부노자,대기,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,100,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
인천,송시우,대기,19,892,2,2,18,7,6,5,14,4,3,1,0,0,33.3,81.1,9,0,93.1,78.3,79.5,81.2,83.8,83.3,82.8,80.7,0,0,38.3,25.5,100,3,5,14,43,1,13,17,38,3,0
인천,아길라르,대기,10,24,0,0,2,0,2,0,0,2,0,2,1,0,0,78.6,0,0,100,80,60,0,100,66.7,50,88.9,0,0,66.7,0,0,0,0,1,1,0,0,1,0,0,0
인천,안진범,대기,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,0,0,100,100,66.7,50,85.7,0,80,85.7,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0
인천,양준아,대기,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,오반석,대기,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
인천,이우혁,대기,24,85,0,0,1,1,0,0,1,0,0,0,0,1,0,72.5,1,0,100,86.4,60,100,71.4,42.9,75,79.2,0,1,66.7,0,0,0,3,4,14,0,0,3,1,1,0
인천,이제호,대기,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,100,0,0,100,0,0,100,0,0,100,0,50,1,0,3,1,0,1,1,0,0,1
인천,이종욱,대기,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,이준석,대기,29,50,0,0,1,0,1,0,1,0,0,0,0,0,0,62.5,0,0,100,57.1,55.6,100,60,100,33.3,66.7,0,0,33.3,66.7,0,0,1,4,6,0,0,2,1,0,0
인천,이태희,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,이호석,대기,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,80,77.8,70,100,75,0,50,88.2,0,0,0,0,0,0,1,1,2,0,2,2,1,0,0
인천,임은수,대기,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,33.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,정동윤,대기,32,41,0,0,0,0,0,0,0,0,0,3,0,8,0,86.7,0,0,100,83.3,40,100,94.7,100,90,83.3,0,0,50,0,0,0,1,1,5,0,0,3,1,0,0
인천,정산,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,정창용,대기,39,22,0,0,1,0,1,0,0,1,0,0,0,0,0,44.4,0,0,100,100,50,0,0,0,0,57.1,0,0,100,100,0,0,0,1,4,0,0,0,0,0,0
인천,지언학,대기,27,103,0,0,2,0,2,0,2,0,0,0,0,3,0,63,0,0,85.7,50,46.2,0,84.6,50,57.1,66.7,0,0,33.3,33.3,0,0,0,2,7,0,2,1,1,0,0
인천,최범경,대기,40,123,0,0,2,0,0,2,2,0,0,0,1,1,0,82.1,1,0,95,83.3,80,75,87.5,25,83.3,87.5,0,0,50,100,0,0,0,7,8,0,2,1,3,1,0
인천,케힌데,대기,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,1,0,50,0,50,0,22.2,0,0,36.4,0,0,50,250,0,0,1,0,1,0,0,1,2,0,0
강원,이광연,GK,1,1050,0,0,0,0,0,0,0,0,0,24,0,0,0,74.4,0,0,0,100,0,74.3,100,39.8,100,100,0,0,0,0,0,12,3,5,58,0,1,0,0,0,0
강원,이범수,GK,25,1527,0,0,0,0,0,0,0,0,0,39,0,0,0,76.7,0,0,0,100,0,76.8,50,39.8,97.5,98.6,0,0,0,0,0,21,10,9,96,0,0,1,2,1,0
강원,김영빈,DF,2,2447,1,0,13,6,1,6,8,5,1,33,0,29,0,91.4,6,0,98.3,97,83.6,91,92.4,69.2,93.9,93.3,25,0,61.4,168.2,28.6,47,46,140,212,7,5,33,19,6,0
강원,김오규,DF,99,284,0,0,1,0,0,1,0,1,0,4,0,0,0,86.7,1,0,100,96.9,40,86.7,88.2,55,90.7,96.4,0,0,62.5,150,42.9,5,9,20,38,0,2,4,1,0,0
강원,신광훈,DF,17,1626,0,2,1,0,0,1,0,1,0,39,0,137,50,86.2,8,0,97.9,93.5,78.3,78.8,90.8,62.3,86.6,92.4,18.8,4,48.6,97.3,58.3,27,18,94,137,2,2,25,21,4,0
강원,신세계,DF,3,1385,0,0,3,1,1,1,0,3,0,22,0,91,100,83.7,2,0,99.6,96.3,83.9,66.7,87.7,56.2,81.4,91,12.5,0,78.6,107.1,37.5,33,27,63,130,6,5,26,12,4,0
강원,이호인,DF,4,444,1,0,5,1,3,1,1,4,0,6,0,5,0,87.8,1,0,97.3,99.2,76,89.1,88.6,35.5,94.1,92.4,0,0,28.6,185.7,100,12,4,23,54,2,0,3,2,0,0
강원,임채민,DF,26,2481,1,0,13,4,3,6,7,6,0,68,0,7,0,90.6,2,0,98.3,97.8,73.2,89.9,91.7,66.4,95.5,93.5,0,1,67.4,178.3,62.5,119,34,130,193,16,7,24,32,7,0
강원,조재완,DF,18,190,1,0,6,1,3,2,6,0,0,0,0,16,100,86.7,5,0,97.2,81.6,83.3,90,91.4,80,87.1,87,44.4,0,25,25,50,4,1,2,10,0,1,2,1,0,0
강원,채광훈,DF,19,532,1,1,5,2,2,1,2,3,0,15,26,49,0,71.8,6,0,98.1,53.8,60.8,63.3,86.2,33.3,62.7,86,18,0,50,14.3,100,10,11,40,35,0,8,8,7,0,0
강원,고무열,MF,10,406,3,0,7,4,2,1,4,3,1,0,0,0,0,80.5,6,0,95.5,75.3,74.4,77.8,84.8,72.7,86.8,79,20,0,28.6,100,50,2,2,7,21,1,2,5,7,0,0
강원,김경중,MF,66,486,0,0,5,2,1,2,2,3,1,3,0,28,40,79.9,1,0,100,70.3,76.1,81.5,85,30.8,68.1,90.1,8.7,0,35.3,29.4,0,7,13,18,26,1,4,9,11,2,0
강원,김수범,MF,28,286,1,0,5,1,0,4,3,2,0,1,0,9,66.7,74.4,2,0,100,75,69.8,61.5,83.7,55.6,77.8,75,20,0,85.7,71.4,0,9,2,11,27,0,1,2,4,0,0
강원,김지현,MF,9,98,1,0,2,1,1,0,2,0,0,0,0,0,0,81.5,1,0,92.3,57.1,85.7,0,88.9,0,71.4,85,0,0,60,80,0,0,1,4,2,0,0,0,2,0,0
강원,서민우,MF,22,158,0,0,1,0,0,1,1,0,1,1,0,0,0,73.8,1,0,89.5,81.8,55.6,100,80.5,0,78.9,76.9,0,0,41.7,16.7,0,0,3,5,8,0,1,3,3,0,0
강원,신광훈,MF,17,381,0,0,2,0,1,1,1,1,1,10,0,42,50,72,0,0,100,78.8,61.9,64.9,78.1,55.3,63.2,83.5,10.5,0,40,140,25,8,8,11,28,2,1,6,5,1,0
강원,신세계,MF,3,192,0,0,5,1,3,1,2,3,1,1,0,5,0,85.4,1,0,100,86.7,89.5,73.3,86,50,86,93.8,33.3,0,0,0,66.7,7,4,3,11,0,1,8,1,1,0
강원,이영재,MF,34,880,0,1,22,6,8,8,5,17,0,24,37,4,25,80.6,14,0,97.4,80.8,69.5,80.6,88,61,80.7,86.5,16.7,2,48.6,20,0,6,14,29,84,1,5,11,10,2,0
강원,이재권,MF,8,958,1,2,4,1,1,2,2,2,1,16,0,4,0,84.9,11,0,97,93,77.1,76.6,88,72.9,86.4,85.5,20,0,62.7,23.5,27.3,14,19,41,102,1,6,31,17,4,0
강원,이현식,MF,29,765,0,1,8,0,4,4,4,4,3,10,0,7,100,82.7,10,0,95.3,87.7,80.5,81.8,85,62.5,81.9,84.5,20,0,48.7,20.5,50,1,19,30,44,1,8,17,32,3,0
강원,정지용,MF,15,70,0,0,2,1,0,1,2,0,0,0,0,0,0,89.5,2,0,100,75,83.3,100,91.7,0,100,84.6,0,0,66.7,66.7,0,1,0,3,4,0,0,2,2,0,0
강원,조재완,MF,18,565,3,1,20,6,7,7,15,5,0,2,11,2,0,78.8,7,0,97,71.2,73.8,66.7,90.6,41.7,80,82.1,22.2,1,25,12.5,20,6,2,15,20,0,9,2,9,0,0
강원,조지훈,MF,6,370,0,0,6,3,1,2,0,6,0,14,0,1,0,92.2,1,0,100,96.1,89.7,89.8,93.1,84.1,91.2,94.8,0,0,72.7,45.5,25,3,7,17,36,0,1,6,3,2,0
강원,한국영,MF,14,1984,1,2,19,3,4,12,6,13,0,46,2,6,0,93.9,16,0,97.1,97.6,88.4,95.4,94.8,90.4,96.6,92.5,25,2,52.5,50.8,40.9,9,43,80,182,7,10,27,22,2,0
강원,고무열,FW,10,1278,4,1,36,16,9,11,17,19,4,2,0,1,14.3,73.7,11,0,90.4,72.7,68.3,62.5,81.9,50,73.6,74.3,0,0,34.3,91.4,25,5,6,11,47,0,12,19,24,0,0
강원,김경중,FW,66,853,1,1,9,4,1,4,7,2,1,2,0,37,36.4,74.6,6,0,98.3,64,65.4,90,83.9,50,66.4,83.3,7.8,0,50,77.8,0,11,8,29,57,4,9,15,18,2,0
강원,김승대,FW,12,1460,2,4,11,6,2,3,7,4,2,14,33,8,25,74.8,28,0,93.8,68.9,66.6,77.3,88.1,21.2,75.2,79,20,0,41.7,25,0,6,10,8,62,0,14,5,16,0,0
강원,김지현,FW,9,1067,3,2,26,9,7,10,15,11,4,0,0,0,33.3,79.3,10,0,89.6,75,78.3,85.7,79.7,80,76.9,79.9,0,0,29.3,82.9,0,2,6,22,41,0,14,21,21,1,0
강원,서민우,FW,22,122,0,0,0,0,0,0,0,0,0,1,0,1,0,77.2,0,0,95.2,66.7,69.6,75,84.6,50,63.6,83.3,0,0,42.9,14.3,50,2,0,5,9,0,0,3,1,1,0
강원,이현식,FW,29,241,1,0,9,4,2,3,5,4,0,1,0,2,0,79.4,5,0,94.6,81.6,79,36.4,87.3,33.3,89.5,81.4,0,1,28.6,0,33.3,1,4,13,18,0,0,7,7,1,0
강원,정석화,FW,7,515,0,1,6,1,4,1,4,2,0,2,10,2,0,68.3,10,0,94.6,55.7,61.7,100,80,30,67.8,74.4,18.9,0,55,10,0,1,5,8,20,0,7,5,5,1,0
강원,정지용,FW,15,112,0,0,3,1,2,0,1,2,0,0,0,0,50,80.6,1,0,100,50,73.3,50,92.9,0,71.4,87,50,0,60,0,0,0,1,2,4,0,3,5,4,0,0
강원,조재완,FW,18,927,1,1,20,8,6,6,15,5,0,6,5,4,42.9,83.2,8,0,94.6,78.2,77.2,75,92.6,38.5,77.5,87.6,32,1,20.5,17.9,50,3,5,20,41,1,4,8,13,0,0
강원,가솔현,대기,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,강지훈,대기,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,고무열,대기,10,140,2,0,7,4,2,1,4,3,0,0,1,0,33.3,79,2,0,100,72.4,72.2,50,91.7,0,76.9,79.6,50,0,50,100,0,1,1,0,3,0,1,4,5,0,0
강원,권재범,대기,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,김경중,대기,66,48,0,1,1,0,1,0,0,1,0,0,0,1,50,61.1,3,0,100,57.1,66.7,0,60,25,75,70,33.3,0,0,200,0,0,0,0,2,0,0,1,0,0,0
강원,김수범,대기,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,김승대,대기,12,206,0,2,2,1,1,0,2,0,2,0,0,0,0,71.2,5,0,92.6,58.6,58.3,100,95.8,50,64.3,73.7,14.3,0,0,100,0,0,0,0,10,0,0,0,1,0,0
강원,김오규,대기,99,25,0,0,0,0,0,0,0,0,0,1,0,0,0,93.1,0,0,100,94.4,50,100,93.8,66.7,91.7,100,0,0,0,0,0,1,0,2,2,0,0,1,1,1,0
강원,김지현,대기,9,334,4,0,13,5,6,2,7,6,0,0,0,0,0,81.2,2,0,95.5,77.5,75.4,100,90,100,80,81.2,33.3,0,33.3,72.2,0,4,1,12,13,2,6,5,2,0,0
강원,서민우,대기,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,66.7,0,100,1,0,2,0,0,0,0,0,0,0
강원,신광훈,대기,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,신세계,대기,3,50,0,0,0,0,0,0,0,0,0,0,0,1,0,88.2,0,0,100,100,90,100,66.7,100,85.7,87.5,0,0,100,0,0,1,1,2,4,0,0,3,0,0,0
강원,이광연,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,이범수,대기,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,이병욱,대기,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,이영재,대기,34,424,2,0,24,7,8,9,6,18,0,18,27,2,0,77.8,8,0,93.2,75.7,61.8,85,90.6,55,81.5,83.7,20,0,36.4,18.2,0,4,4,15,41,2,0,3,8,1,0
강원,이재권,대기,8,102,0,0,0,0,0,0,0,0,0,2,0,1,0,86.7,1,0,100,100,77.8,91.7,87.1,50,90.3,87.5,100,0,71.4,0,0,2,1,5,14,2,0,3,3,1,0
강원,이현식,대기,29,210,0,0,6,3,0,3,6,0,0,3,0,2,50,85.5,2,0,94,82.5,81.2,100,88.9,70,91.3,85.7,0,1,50,7.1,0,2,6,9,19,0,4,6,7,1,0
강원,이호인,대기,4,16,0,0,0,0,0,0,0,0,0,0,0,2,0,55.6,0,0,66.7,50,33.3,0,66.7,0,33.3,66.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
강원,정석화,대기,7,164,0,0,0,0,0,0,0,0,0,0,0,4,0,84.6,0,0,96.7,89.7,81.2,85.7,87.2,25,85,88.9,25,0,0,0,0,1,0,5,9,0,1,5,3,0,0
강원,정지용,대기,15,62,0,0,0,0,0,0,0,0,1,0,0,1,0,78.1,3,0,100,60,74.1,0,100,0,88.9,81,25,0,20,20,0,0,0,2,4,0,0,1,1,0,0
강원,조재완,대기,18,204,0,1,7,2,3,2,4,3,0,1,2,1,50,89.2,3,0,96.4,83.9,85.7,100,95.2,100,87.5,89.3,60,1,33.3,22.2,33.3,0,1,7,7,1,3,0,2,0,0
강원,조지훈,대기,6,45,0,0,1,0,0,1,0,1,0,0,1,0,0,85.7,0,0,100,83.3,60,100,88.9,0,86.7,94.4,0,0,100,100,0,1,0,5,4,1,1,2,0,0,0
강원,지의수,대기,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,채광훈,대기,19,142,0,0,2,0,2,0,2,0,0,2,6,11,0,72.9,1,0,96.7,50,65.2,72.7,85.7,40,71.4,80.9,13.3,0,57.1,28.6,0,5,1,13,17,0,3,0,2,1,0
광주,윤평국,GK,1,1343,0,0,0,0,0,0,0,0,0,50,0,0,0,56.5,0,0,0,100,0,56.5,66.7,38.2,100,95.7,0,0,0,0,0,9,0,7,74,0,0,0,4,0,0
광주,이진형,GK,21,1250,0,0,0,0,0,0,0,0,0,39,0,0,0,58.7,0,0,0,100,0,58.6,100,42.3,98.4,100,0,0,0,0,0,5,0,6,60,0,1,1,0,1,0
광주,김창수,DF,27,2008,0,1,5,1,1,3,2,3,6,8,0,174,0,68.7,10,0,96,73.8,72.3,63.3,68.2,39.3,61.9,81.7,28.2,0,59.1,86.4,80,30,17,81,130,12,7,11,7,1,0
광주,김태윤,DF,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,0,0,100,91.3,0,83.3,74.1,63.6,84.6,75,0,0,66.7,0,66.7,0,1,4,5,2,0,0,1,0,0
광주,박준희,DF,5,94,0,0,1,0,0,1,0,1,0,1,0,21,0,75,0,0,100,73.9,62.5,73.7,85.4,37.5,76.9,79.3,0,0,50,0,0,1,3,5,6,0,0,0,2,0,0
광주,아슐마토프,DF,2,2016,1,1,10,2,2,6,8,2,0,62,0,9,0,80.8,5,0,100,97.6,78.3,77.4,83,64.1,87.7,87.6,0,1,82.4,267.6,52.4,75,38,157,170,19,1,12,2,2,0
광주,여봉훈,DF,14,94,0,0,0,0,0,0,0,0,0,2,0,10,0,64.6,0,0,100,75,63.6,50,70.4,37.5,80,64,0,0,25,50,0,0,2,6,14,0,0,3,4,0,0
광주,이민기,DF,30,976,0,0,5,1,1,3,4,1,1,5,0,95,0,65.6,4,0,96.6,67.1,65.5,54.5,72.7,41.9,58,80,13.8,1,88.9,83.3,100,20,20,63,76,2,3,7,8,1,1
광주,이순민,DF,44,192,0,0,2,1,1,0,0,2,1,0,0,33,0,67.9,2,0,100,80.6,71.1,60.7,69.7,21.4,54.3,87.7,16.7,0,66.7,100,66.7,4,2,13,26,1,1,5,1,2,0
광주,이으뜸,DF,8,948,0,3,9,4,2,3,0,9,0,41,30,71,0,65.5,13,0,100,55.6,50,66.3,77.5,51.4,63.4,78,26.8,0,83.3,191.7,33.3,21,11,49,60,6,6,8,14,0,0
광주,이한도,DF,20,818,0,0,1,0,0,1,0,1,0,15,0,5,0,85.1,2,0,97.9,97.4,90,84.7,85.1,65.9,94.3,85.3,0,0,72.2,127.8,57.1,37,18,40,51,7,2,3,10,1,0
광주,정준연,DF,3,189,0,0,3,0,2,1,3,0,0,0,0,27,50,78.5,1,0,91.3,86.7,73.7,83.3,81.1,20,77.3,83.3,20,0,46.7,40,66.7,5,5,7,11,1,1,1,7,0,0
광주,최준혁,DF,28,95,0,0,0,0,0,0,0,0,0,4,0,0,0,71.7,0,0,80,80,100,61.1,76.9,0,75,77.8,0,0,100,200,0,3,3,10,14,2,1,0,0,0,0
광주,한희훈,DF,29,289,0,1,1,0,0,1,1,0,0,2,0,1,0,72.4,1,0,100,97.1,50,70,74.7,50,75.5,84.1,0,0,100,366.7,33.3,11,11,9,23,6,2,2,5,1,0
광주,홍준호,DF,15,2093,1,0,11,1,4,6,7,4,4,30,0,6,25,70.6,1,0,98.4,90.7,43.3,75.8,69.8,51.9,76.5,77.5,0,0,61.5,338.5,81.5,97,45,131,174,21,1,25,16,4,1
광주,김진현,MF,25,62,0,0,0,0,0,0,0,0,0,0,0,1,0,62.5,0,0,100,50,50,100,66.7,0,0,90.9,0,0,100,100,66.7,2,1,1,2,0,0,0,0,0,0
광주,두현석,MF,13,203,0,0,4,1,1,2,2,2,0,7,4,0,0,70,4,0,80,78.3,60,70,80,58.3,61.3,78.7,26.7,0,37.5,12.5,0,1,3,9,13,0,1,3,4,0,0
광주,박정수,MF,6,2263,0,0,5,1,3,1,2,3,1,39,0,9,0,84.4,1,0,97.6,92.6,75.4,78.9,88.3,67.9,88.1,86.1,25,3,63.4,54.9,41.7,36,37,144,160,16,9,38,37,4,0
광주,박준희,MF,5,78,0,0,0,0,0,0,0,0,0,3,0,0,0,90,0,0,100,90.9,71.4,100,95.5,100,93.8,84.6,100,0,100,200,100,2,1,3,7,0,0,1,1,0,0
광주,엄원상,MF,17,182,1,0,4,2,0,2,4,0,1,0,0,0,50,73.2,3,0,92.9,55.6,68,75,83.3,0,75,80,0,0,60,40,0,0,3,5,10,0,1,0,3,0,0
광주,여름,MF,7,2368,0,0,21,0,8,13,4,17,6,59,34,14,42.9,73.2,19,0,97.8,70.8,62.9,68.1,80.2,44,74.2,81,22.5,3,48.1,33.3,67.6,34,39,95,240,8,10,36,45,3,0
광주,여봉훈,MF,14,537,0,0,2,1,1,0,2,0,0,2,0,8,0,83.1,2,0,95,91.5,81.8,77.4,85.2,46.2,84.3,92.6,0,0,38.9,50,57.1,6,12,20,40,3,3,12,4,0,1
광주,윌리안,MF,94,291,1,0,10,3,3,4,9,1,0,0,1,0,16.7,65.2,1,0,94.4,50,56.5,71.4,69.2,60,60,69.2,0,1,55,30,0,2,8,9,20,0,2,8,6,2,0
광주,이민기,MF,30,176,0,0,2,0,1,1,0,2,0,0,0,8,0,73.6,0,0,95.7,75,69.2,54.5,82.8,20,61.1,90,25,0,50,200,0,5,6,9,9,2,2,1,3,1,0
광주,이으뜸,MF,8,168,0,0,0,0,0,0,0,0,0,2,1,3,0,76.9,2,0,100,81.8,76.9,60,87.5,83.3,58.8,93.8,40,0,100,100,0,0,1,5,8,2,0,0,1,0,0
광주,이한도,MF,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,0,0,100,100,0,90.9,100,88.9,100,80,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
광주,임민혁,MF,10,380,0,2,8,1,2,5,5,3,0,10,11,2,40,69.2,12,0,84,77.2,60.8,73.9,72.9,60.7,64.7,75,36.4,0,47.4,21.1,0,3,5,18,39,0,0,13,6,2,0
광주,정준연,MF,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,100,100,100,100,100,0,0,66.7,66.7,0,5,0,7,3,0,0,1,4,0,0
광주,최준혁,MF,28,409,0,1,2,1,0,1,1,1,0,5,0,0,0,77.8,3,0,88.9,81,48,78.8,84.6,66.7,83.6,76.1,100,0,72.7,181.8,71.4,5,9,34,36,1,1,3,9,0,0
광주,한희훈,MF,29,333,0,0,3,0,2,1,2,1,0,1,0,0,0,72.7,2,0,100,88.2,73.3,28.6,83.1,60,70,79.1,50,0,57.1,71.4,71.4,7,4,17,28,3,1,2,3,0,0
광주,김정환,FW,11,348,0,1,5,1,3,1,3,2,0,0,1,0,0,74,3,0,95.2,72.4,67.5,75,84,50,68.2,78.7,28.6,0,28.6,23.8,100,1,4,6,17,1,1,4,7,0,0
광주,김주공,FW,22,362,0,0,5,0,1,4,4,1,2,0,0,1,75,73.2,4,0,89.7,67.9,66.7,83.3,78.4,50,57.1,80.7,0,0,44.4,33.3,100,2,2,6,19,0,4,3,4,0,0
광주,김효기,FW,18,60,0,0,0,0,0,0,0,0,1,0,0,0,0,64.3,1,0,85.7,33.3,50,100,80,0,50,66.7,0,0,28.6,42.9,0,0,1,1,3,0,0,1,1,0,0
광주,두현석,FW,13,330,0,0,4,1,1,2,1,3,2,6,4,0,50,68.5,5,0,90.3,59.5,57.8,40,83,71.4,62.5,71,13.3,0,33.3,33.3,100,3,1,14,17,0,5,1,8,0,0
광주,마르코,FW,61,105,0,0,0,0,0,0,0,0,1,0,0,2,0,65.8,1,0,85.7,57.1,68.4,100,58.8,60,71.4,65.4,0,0,33.3,33.3,0,0,0,1,8,0,3,0,0,0,0
광주,엄원상,FW,17,1657,6,2,26,10,7,9,17,9,5,1,0,3,25,65.5,17,0,80.6,66.9,59,69.7,75.9,56.2,62.1,66.8,8.3,2,43.5,14.5,60,8,18,66,98,0,13,8,34,1,0
광주,윌리안,FW,94,1051,4,3,29,12,6,11,17,12,5,1,1,3,18.2,74.6,10,0,94.2,73.8,69.6,69.6,80.6,62.5,78.8,74.6,30.8,5,40,32.7,66.7,2,17,38,80,0,8,21,29,4,1
광주,이희균,FW,24,86,0,0,2,1,1,0,1,1,0,0,0,2,33.3,80.6,0,0,100,87.5,75,33.3,93.8,0,100,75,0,0,33.3,33.3,0,0,1,4,10,0,1,2,2,0,0
광주,임민혁,FW,10,95,0,0,1,0,1,0,0,1,0,1,1,2,0,79.2,1,0,100,76.2,70,80,87,80,61.5,86.7,20,0,50,0,0,0,1,0,10,0,0,1,5,0,0
광주,펠리페,FW,9,2175,12,1,60,24,11,25,43,17,10,1,0,0,33.3,62.6,24,0,85.5,64.2,57.5,60,67.2,48.3,52.8,67.9,15.8,0,39.5,209.9,66.7,26,21,36,100,2,32,50,60,4,1
광주,김정환,대기,11,218,2,1,4,3,0,1,3,1,1,0,0,2,0,66.2,1,0,80,65,56.8,66.7,81.8,44.4,69.2,69.8,25,0,30.8,23.1,0,0,2,1,14,1,1,2,2,0,0
광주,김주공,대기,22,489,2,3,7,2,0,5,5,2,0,0,0,0,0,74.4,2,0,90.9,72.3,64.3,72.2,87.2,50,70.4,76.7,15.4,0,31.6,57.9,0,2,5,15,25,0,7,6,9,0,0
광주,김진현,대기,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,김창수,대기,27,130,0,0,0,0,0,0,0,0,0,1,0,9,100,69.8,0,0,100,72.7,62.5,100,67.7,60,68.4,72.4,0,0,100,25,100,2,5,7,7,0,0,0,0,0,0
광주,김태곤,대기,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,김태윤,대기,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
